"Date","ED1M","ED3M","ED6M","USSW1","USSW2","USSW3","USSW4","USSW5","USSW7","USSW10","USSW30"
"2007-08-01","5.3275","5.35953","5.30063","5.18688","5.07","5.1","5.17","5.24","5.35","5.48","5.67"
