"Date","ED1M","ED3M","ED6M","USSW1","USSW2","USSW3","USSW4","USSW5","USSW7","USSW10","USSW30"
"2003-02-03","1.34","1.35","1.35","1.46","2.04","2.63","3.08","3.46","3.97","4.46","5.25"
