Date,"ED1M","ED3M","ED6M","USSW1","USSW2","USSW3","USSW4","USSW5","USSW7","USSW10","USSW30"
2012-10-01,"0.29","0.40","0.57","0.34","0.38","0.44","0.58","0.77","1.20","1.71","2.62"
