Date,ED1M,ED3M,ED6M,USSW1,USSW2,USSW3,USSW4,USSW5,USSW7,USSW10,USSW30
2015-09-11,0.2,0.33,0.54,0.54,0.86,1.15,1.39,1.59,1.92,2.22,2.87
